S,Word,Wor/Phr,Type,British phonetics,5916,LV,700,1334,800,260,412,20465
10102,bunker,W,n,,,,,,,,,20465
10103,bunny,W,n,,,,,,,,,20465
10104,buoyancy,W,n,,,,,,,,,20465
10105,buprenorphine,W,n,,,,,,,,,20465
10106,burdensome,W,adj,,,,,,,,,20465
10107,bureau,W,n,,,,,,,,,20465
10108,bureaucrat,W,n,,,,,,,,,20465
10109,bureaucratic,W,adj,,,,,,,,,20465
10110,burger,W,n,,,,,,,,,20465
10111,burglar,W,n,,,,,,,,,20465
10112,burglarize,W,v,,,,,,,,,20465
10113,burglary,W,n,,,,,,,,,20465
10114,burl,W,n,,,,,,,,,20465
10115,burley,W,n,,,,,,,,,20465
10116,burmese,W,adj,,,,,,,,,20465
10117,burned,W,adj,,,,,,,,,20465
10118,burner,W,n,,,,,,,,,20465
10119,burning,W,adj,,,,,,,,,20465
10120,burp,W,v,,,,,,,,,20465
10121,burp,W,n,,,,,,,,,20465
10122,burr,W,n,,,,,,,,,20465
10123,burrito,W,n,,,,,,,,,20465
10124,busboy,W,n,,,,,,,,,20465
10125,bushel,W,n,,,,,,,,,20465
10126,bushing,W,n,,,,,,,,,20465
10127,business-friendly,W,adj,,,,,,,,,20465
10128,bust,W,v,,,,,,,,,20465
10129,bust,W,n,,,,,,,,,20465
10130,busted,W,adj,,,,,,,,,20465
10131,buster,W,n,,,,,,,,,20465
10132,bustling,W,adj,,,,,,,,,20465
10133,butane,W,n,,,,,,,,,20465
10134,butch,W,adj,,,,,,,,,20465
10135,butcher,W,n,,,,,,,,,20465
10136,butler,W,n,,,,,,,,,20465
10137,butt,W,v,,,,,,,,,20465
10138,butt,W,n,,,,,,,,,20465
10139,butte,W,n,,,,,,,,,20465
10140,buttercup,W,n,,,,,,,,,20465
10141,butterfly,W,n,,,,,,,,,20465
10142,buttermilk,W,n,,,,,,,,,20465
10143,button-down,W,adj,,,,,,,,,20465
10144,buttonhole,W,n,,,,,,,,,20465
10145,buyback,W,n,,,,,,,,,20465
10146,buyer,W,n,,,,,,,,,20465
10147,buy-in,W,n,,,,,,,,,20465
10148,buying,W,n,,,,,,,,,20465
10149,buyout,W,n,,,,,,,,,20465
10150,by-election,W,n,,,,,,,,,20465
10151,bylaw,W,n,,,,,,,,,20465
10152,byline,W,n,,,,,,,,,20465
10153,bypass,W,v,,,,,,,,,20465
10154,bypass,W,n,,,,,,,,,20465
10155,byway,W,n,,,,,,,,,20465
10156,byzantine,W,n,,,,,,,,,20465
10157,byzantine,W,adj,,,,,,,,,20465
10158,cab,W,n,,,,,,,,,20465
10159,cabal,W,n,,,,,,,,,20465
10160,cabaret,W,n,,,,,,,,,20465
10161,cabinetmaker,W,n,,,,,,,,,20465
10162,cabinetry,W,n,,,,,,,,,20465
10163,cabling,W,n,,,,,,,,,20465
10164,cabochon,W,n,,,,,,,,,20465
10165,cache,W,n,,,,,,,,,20465
10166,cactus,W,n,,,,,,,,,20465
10167,cad,W,n,,,,,,,,,20465
10168,caddis,W,n,,,,,,,,,20465
10169,caddy,W,n,,,,,,,,,20465
10170,cadence,W,n,,,,,,,,,20465
10171,cadet,W,n,,,,,,,,,20465
10172,cadmium,W,n,,,,,,,,,20465
10173,cafeteria,W,n,,,,,,,,,20465
10174,caffeine,W,n,,,,,,,,,20465
10175,cage,W,n,,,,,,,,,20465
10176,cairn,W,n,,,,,,,,,20465
10177,calcification,W,n,,,,,,,,,20465
10178,calcite,W,n,,,,,,,,,20465
10179,calcium,W,n,,,,,,,,,20465
10180,calculator,W,n,,,,,,,,,20465
10181,calculus,W,n,,,,,,,,,20465
10182,caldera,W,n,,,,,,,,,20465
10183,caledonian,W,adj,,,,,,,,,20465
10184,calendar,W,n,,,,,,,,,20465
10185,calf,W,n,,,,,,,,,20465
10186,calfskin,W,n,,,,,,,,,20465
10187,caliber,W,n,,,,,,,,,20465
10188,calibrate,W,v,,,,,,,,,20465
10189,calibrated,W,adj,,,,,,,,,20465
10190,calibration,W,n,,,,,,,,,20465
10191,calibre,W,n,,,,,,,,,20465
10192,calico,W,n,,,,,,,,,20465
10193,californian,W,n,,,,,,,,,20465
10194,caliper,W,n,,,,,,,,,20465
10195,calisthenics,W,n,,,,,,,,,20465
10196,callback,W,n,,,,,,,,,20465
10197,called,W,adj,,,,,,,,,20465
10198,caller,W,n,,,,,,,,,20465
10199,calligrapher,W,n,,,,,,,,,20465
10200,calligraphic,W,adj,,,,,,,,,20465
10201,calligraphy,W,n,,,,,,,,,20465
10202,calling,W,n,,,,,,,,,20465
10203,calling,W,adj,,,,,,,,,20465
10204,caloric,W,adj,,,,,,,,,20465
10205,calve,W,v,,,,,,,,,20465
10206,calyx,W,n,,,,,,,,,20465
10207,cam,W,n,,,,,,,,,20465
10208,camaraderie,W,n,,,,,,,,,20465
10209,camber,W,n,,,,,,,,,20465
10210,cambodian,W,adj,,,,,,,,,20465
10211,cambrian,W,adj,,,,,,,,,20465
10212,camcorder,W,n,,,,,,,,,20465
10213,camel,W,n,,,,,,,,,20465
10214,camo,W,n,,,,,,,,,20465
10215,camouflage,W,v,,,,,,,,,20465
10216,camouflage,W,n,,,,,,,,,20465
10217,campaigner,W,n,,,,,,,,,20465
10218,camper,W,n,,,,,,,,,20465
10219,campfire,W,n,,,,,,,,,20465
10220,campground,W,n,,,,,,,,,20465
10221,camp-out,W,n,,,,,,,,,20465
10222,campsite,W,n,,,,,,,,,20465
10223,campus-based,W,adj,,,,,,,,,20465
10224,camshaft,W,n,,,,,,,,,20465
10225,canadian,W,n,,,,,,,,,20465
10226,canadian,W,adj,,,,,,,,,20465
10227,canard,W,n,,,,,,,,,20465
10228,cancellation,W,n,,,,,,,,,20465
10229,cancerous,W,adj,,,,,,,,,20465
10230,candid,W,adj,,,,,,,,,20465
10231,candida,W,n,,,,,,,,,20465
10232,candlestick,W,n,,,,,,,,,20465
10233,candy,W,n,,,,,,,,,20465
10234,cane,W,n,,,,,,,,,20465
10235,canine,W,n,,,,,,,,,20465
10236,canine,W,adj,,,,,,,,,20465
10237,canister,W,n,,,,,,,,,20465
10238,canker,W,n,,,,,,,,,20465
10239,cannabis,W,n,,,,,,,,,20465
10240,canned,W,adj,,,,,,,,,20465
10241,cannibalism,W,n,,,,,,,,,20465
10242,canning,W,n,,,,,,,,,20465
10243,cannon,W,n,,,,,,,,,20465
10244,canoe,W,n,,,,,,,,,20465
10245,canoeing,W,n,,,,,,,,,20465
10246,canon,W,n,,,,,,,,,20465
10247,canonical,W,adj,,,,,,,,,20465
10248,canonize,W,v,,,,,,,,,20465
10249,canopy,W,n,,,,,,,,,20465
10250,cant,W,n,,,,,,,,,20465
10251,cant,W,adj,,,,,,,,,20465
10252,cantaloupe,W,n,,,,,,,,,20465
10253,cantata,W,n,,,,,,,,,20465
10254,canteen,W,n,,,,,,,,,20465
10255,canticle,W,n,,,,,,,,,20465
10256,cantilever,W,n,,,,,,,,,20465
10257,canto,W,n,,,,,,,,,20465
10258,canton,W,n,,,,,,,,,20465
10259,cantonese,W,n,,,,,,,,,20465
10260,cantonese,W,adj,,,,,,,,,20465
10261,canyon,W,n,,,,,,,,,20465
10262,capacitance,W,n,,,,,,,,,20465
10263,capacitive,W,adj,,,,,,,,,20465
10264,capacitor,W,n,,,,,,,,,20465
10265,cape,W,n,,,,,,,,,20465
10266,caped,W,adj,,,,,,,,,20465
10267,capitalization,W,n,,,,,,,,,20465
10268,capo,W,n,,,,,,,,,20465
10269,capped,W,adj,,,,,,,,,20465
10270,cappuccino,W,n,,,,,,,,,20465
10271,capstone,W,n,,,,,,,,,20465
10272,capsular,W,adj,,,,,,,,,20465
10273,capsule,W,n,,,,,,,,,20465
10274,caption,W,v,,,,,,,,,20465
10275,caption,W,n,,,,,,,,,20465
10276,captive,W,n,,,,,,,,,20465
10277,captive,W,adj,,,,,,,,,20465
10278,captivity,W,n,,,,,,,,,20465
10279,captor,W,n,,,,,,,,,20465
10280,carabiner,W,n,,,,,,,,,20465
10281,carafe,W,n,,,,,,,,,20465
10282,caramel,W,n,,,,,,,,,20465
10283,carat,W,n,,,,,,,,,20465
10284,caravan,W,n,,,,,,,,,20465
10285,carbide,W,n,,,,,,,,,20465
10286,carbine,W,n,,,,,,,,,20465
10287,carbohydrate,W,n,,,,,,,,,20465
10288,carbonate,W,n,,,,,,,,,20465
10289,carbonation,W,n,,,,,,,,,20465
10290,carburetor,W,n,,,,,,,,,20465
10291,car-buying,W,adj,,,,,,,,,20465
10292,carcass,W,n,,,,,,,,,20465
10293,carcinogen,W,n,,,,,,,,,20465
10294,carcinogenic,W,adj,,,,,,,,,20465
10295,carcinogenicity,W,n,,,,,,,,,20465
10296,carcinoma,W,n,,,,,,,,,20465
10297,cardamom,W,n,,,,,,,,,20465
10298,cardboard,W,n,,,,,,,,,20465
10299,cardboard,W,adj,,,,,,,,,20465
10300,cardholder,W,n,,,,,,,,,20465
10301,cardiac,W,adj,,,,,,,,,20465
10302,cardigan,W,n,,,,,,,,,20465
10303,cardinal,W,n,,,,,,,,,20465
10304,cardinal,W,adj,,,,,,,,,20465
10305,cardiologist,W,n,,,,,,,,,20465
10306,cardiology,W,n,,,,,,,,,20465
10307,cardiopulmonary,W,adj,,,,,,,,,20465
10308,cardiovascular,W,adj,,,,,,,,,20465
10309,career-best,W,adj,,,,,,,,,20465
10310,carefree,W,adj,,,,,,,,,20465
10311,caregiver,W,n,,,,,,,,,20465
10312,carer,W,n,,,,,,,,,20465
10313,caress,W,v,,,,,,,,,20465
10314,caribbean,W,adj,,,,,,,,,20465
10315,caribou,W,n,,,,,,,,,20465
10316,caries,W,n,,,,,,,,,20465
10317,caring,W,n,,,,,,,,,20465
10318,caring,W,adj,,,,,,,,,20465
10319,carload,W,n,,,,,,,,,20465
10320,carmaker,W,n,,,,,,,,,20465
10321,carmelite,W,n,,,,,,,,,20465
10322,carnal,W,adj,,,,,,,,,20465
10323,carnation,W,n,,,,,,,,,20465
10324,carnival,W,n,,,,,,,,,20465
10325,carnival,W,adj,,,,,,,,,20465
10326,carnivore,W,n,,,,,,,,,20465
10327,carnivorous,W,adj,,,,,,,,,20465
10328,carol,W,n,,,,,,,,,20465
10329,carp,W,v,,,,,,,,,20465
10330,carp,W,n,,,,,,,,,20465
10331,carpal,W,adj,,,,,,,,,20465
10332,carpenter,W,n,,,,,,,,,20465
10333,carpentry,W,n,,,,,,,,,20465
10334,carpeting,W,n,,,,,,,,,20465
10335,carpool,W,n,,,,,,,,,20465
10336,carport,W,n,,,,,,,,,20465
10337,carriageway,W,n,,,,,,,,,20465
10338,carrier,W,n,,,,,,,,,20465
10339,carry-on,W,n,,,,,,,,,20465
10340,cart,W,v,,,,,,,,,20465
10341,cart,W,n,,,,,,,,,20465
10342,carte,W,n,,,,,,,,,20465
10343,cartel,W,n,,,,,,,,,20465
10344,cartilage,W,n,,,,,,,,,20465
10345,cartographic,W,adj,,,,,,,,,20465
10346,carton,W,n,,,,,,,,,20465
10347,cartoonist,W,n,,,,,,,,,20465
10348,cartridge,W,n,,,,,,,,,20465
10349,carved,W,adj,,,,,,,,,20465
10350,carver,W,n,,,,,,,,,20465
10351,carving,W,n,,,,,,,,,20465
10352,carwash,W,n,,,,,,,,,20465
10353,cascade,W,v,,,,,,,,,20465
10354,cascade,W,n,,,,,,,,,20465
10355,casebook,W,n,,,,,,,,,20465
10356,case-by-case,W,adj,,,,,,,,,20465
10357,case-control,W,adj,,,,,,,,,20465
10358,caseload,W,n,,,,,,,,,20465
10359,casement,W,n,,,,,,,,,20465
10360,casework,W,n,,,,,,,,,20465
10361,caseworker,W,n,,,,,,,,,20465
10362,cashew,W,n,,,,,,,,,20465
10363,cashier,W,n,,,,,,,,,20465
10364,cashless,W,adj,,,,,,,,,20465
10365,cashmere,W,n,,,,,,,,,20465
10366,casing,W,n,,,,,,,,,20465
10367,cask,W,n,,,,,,,,,20465
10368,casket,W,n,,,,,,,,,20465
10369,casserole,W,n,,,,,,,,,20465
10370,cassette,W,n,,,,,,,,,20465
10371,cassis,W,n,,,,,,,,,20465
10372,castaway,W,n,,,,,,,,,20465
10373,caste,W,n,,,,,,,,,20465
10374,caster,W,n,,,,,,,,,20465
10375,casting,W,n,,,,,,,,,20465
10376,castor,W,n,,,,,,,,,20465
10377,catalan,W,adj,,,,,,,,,20465
10378,catalog,W,n,,,,,,,,,20465
10379,catalyst,W,n,,,,,,,,,20465
10380,catalytic,W,adj,,,,,,,,,20465
10381,catalyze,W,v,,,,,,,,,20465
10382,catamaran,W,n,,,,,,,,,20465
10383,catamount,W,n,,,,,,,,,20465
10384,catapult,W,n,,,,,,,,,20465
10385,cataract,W,n,,,,,,,,,20465
10386,catastrophe,W,n,,,,,,,,,20465
10387,catcher,W,n,,,,,,,,,20465
10388,catchment,W,n,,,,,,,,,20465
10389,catch-up,W,n,,,,,,,,,20465
10390,catchy,W,adj,,,,,,,,,20465
10391,catechism,W,n,,,,,,,,,20465
10392,catechist,W,n,,,,,,,,,20465
10393,categorical,W,adj,,,,,,,,,20465
10394,caterer,W,n,,,,,,,,,20465
10395,catering,W,n,,,,,,,,,20465
10396,caterpillar,W,n,,,,,,,,,20465
10397,catfish,W,n,,,,,,,,,20465
10398,cathedral,W,n,,,,,,,,,20465
10399,catheter,W,n,,,,,,,,,20465
10400,cathode,W,n,,,,,,,,,20465
10401,catholic,W,n,,,,,,,,,20465
10402,catholic,W,adj,,,,,,,,,20465
10403,cation,W,n,,,,,,,,,20465
10404,cattleman,W,n,,,,,,,,,20465
10405,catwalk,W,n,,,,,,,,,20465
10406,caucasian,W,n,,,,,,,,,20465
10407,caucasian,W,adj,,,,,,,,,20465
10408,caucus,W,n,,,,,,,,,20465
10409,caudal,W,adj,,,,,,,,,20465
10410,caulk,W,v,,,,,,,,,20465
10411,causality,W,n,,,,,,,,,20465
10412,causally,W,,,,,,,,,,20465
10413,caustic,W,adj,,,,,,,,,20465
10414,cavalier,W,n,,,,,,,,,20465
10415,cavalier,W,adj,,,,,,,,,20465
10416,cavalry,W,n,,,,,,,,,20465
10417,caveat,W,n,,,,,,,,,20465
10418,cavern,W,n,,,,,,,,,20465
10419,caving,W,n,,,,,,,,,20465
10420,cavity,W,n,,,,,,,,,20465
10421,caw,W,n,,,,,,,,,20465
10422,cay,W,n,,,,,,,,,20465
10423,cayenne,W,n,,,,,,,,,20465
10424,cedar,W,n,,,,,,,,,20465
10425,cede,W,v,,,,,,,,,20465
10426,celeb,W,n,,,,,,,,,20465
10427,celebrant,W,n,,,,,,,,,20465
10428,celery,W,n,,,,,,,,,20465
10429,celestial,W,adj,,,,,,,,,20465
10430,celiac,W,adj,,,,,,,,,20465
10431,cellar,W,n,,,,,,,,,20465
10432,cellist,W,n,,,,,,,,,20465
10433,cello,W,n,,,,,,,,,20465
10434,cellphone,W,n,,,,,,,,,20465
10435,cellular,W,adj,,,,,,,,,20465
10436,cellulose,W,n,,,,,,,,,20465
10437,celt,W,n,,,,,,,,,20465
10438,celtic,W,adj,,,,,,,,,20465
10439,cement,W,n,,,,,,,,,20465
10440,cenotaph,W,n,,,,,,,,,20465
10441,cenote,W,n,,,,,,,,,20465
10442,censor,W,v,,,,,,,,,20465
10443,censor,W,n,,,,,,,,,20465
10444,censorship,W,n,,,,,,,,,20465
10445,census,W,n,,,,,,,,,20465
10446,centaur,W,n,,,,,,,,,20465
10447,centenary,W,n,,,,,,,,,20465
10448,centennial,W,adj,,,,,,,,,20465
10449,center,W,v,,,,,,,,,20465
10450,center,W,n,,,,,,,,,20465
10451,centerfield,W,n,,,,,,,,,20465
10452,centerpiece,W,n,,,,,,,,,20465
10453,centimeter,W,n,,,,,,,,,20465
10454,centralized,W,adj,,,,,,,,,20465
10455,centric,W,adj,,,,,,,,,20465
10456,centrifugal,W,adj,,,,,,,,,20465
10457,ceramic,W,adj,,,,,,,,,20465
10458,ceramics,W,n,,,,,,,,,20465
10459,cereal,W,n,,,,,,,,,20465
10460,cerebellar,W,adj,,,,,,,,,20465
10461,cerebral,W,adj,,,,,,,,,20465
10462,ceremonial,W,adj,,,,,,,,,20465
10463,cert,W,n,,,,,,,,,20465
10464,certification,W,n,,,,,,,,,20465
10465,certified,W,adj,,,,,,,,,20465
10466,certify,W,v,,,,,,,,,20465
10467,cerulean,W,adj,,,,,,,,,20465
10468,cervical,W,adj,,,,,,,,,20465
10469,cervix,W,n,,,,,,,,,20465
10470,cesium,W,n,,,,,,,,,20465
10471,cessation,W,n,,,,,,,,,20465
10472,cetacean,W,adj,,,,,,,,,20465
10473,chagrin,W,n,,,,,,,,,20465
10474,chainring,W,n,,,,,,,,,20465
10475,chainsaw,W,n,,,,,,,,,20465
10476,chainstay,W,n,,,,,,,,,20465
10477,chairlift,W,n,,,,,,,,,20465
10478,chairperson,W,n,,,,,,,,,20465
10479,chakra,W,n,,,,,,,,,20465
10480,chalet,W,n,,,,,,,,,20465
10481,chalk,W,n,,,,,,,,,20465
10482,chalkboard,W,n,,,,,,,,,20465
10483,challenger,W,n,,,,,,,,,20465
10484,chambered,W,adj,,,,,,,,,20465
10485,chambray,W,n,,,,,,,,,20465
10486,chameleon,W,n,,,,,,,,,20465
10487,chamois,W,n,,,,,,,,,20465
10488,champ,W,n,,,,,,,,,20465
10489,champagne,W,n,,,,,,,,,20465
10490,champaign,W,n,,,,,,,,,20465
10491,chancellor,W,n,,,,,,,,,20465
10492,chancery,W,n,,,,,,,,,20465
10493,chandelier,W,n,,,,,,,,,20465
10494,changed,W,adj,,,,,,,,,20465
10495,changer,W,n,,,,,,,,,20465
10496,change-up,W,n,,,,,,,,,20465
10497,changing,W,n,,,,,,,,,20465
10498,changing,W,adj,,,,,,,,,20465
10499,chant,W,v,,,,,,,,,20465
10500,chant,W,n,,,,,,,,,20465
10501,chanter,W,n,,,,,,,,,20465
10502,chaotic,W,adj,,,,,,,,,20465
10503,chap,W,n,,,,,,,,,20465
10504,chapel,W,n,,,,,,,,,20465
10505,chapped,W,adj,,,,,,,,,20465
10506,char,W,v,,,,,,,,,20465
10507,char,W,n,,,,,,,,,20465
10508,charcoal,W,n,,,,,,,,,20465
10509,chardonnay,W,n,,,,,,,,,20465
10510,charged,W,adj,,,,,,,,,20465
10511,charger,W,n,,,,,,,,,20465
10512,charging,W,n,,,,,,,,,20465
10513,charging,W,adj,,,,,,,,,20465
10514,chariot,W,n,,,,,,,,,20465
10515,charisma,W,n,,,,,,,,,20465
10516,charismatic,W,adj,,,,,,,,,20465
10517,charitable,W,adj,,,,,,,,,20465
10518,charlatan,W,n,,,,,,,,,20465
10519,chartered,W,adj,,,,,,,,,20465
10520,charting,W,adj,,,,,,,,,20465
10521,chaser,W,n,,,,,,,,,20465
10522,chasing,W,adj,,,,,,,,,20465
10523,chassis,W,n,,,,,,,,,20465
10524,chastity,W,n,,,,,,,,,20465
10525,chateau,W,n,,,,,,,,,20465
10526,chattel,W,n,,,,,,,,,20465
10527,chatter,W,v,,,,,,,,,20465
10528,chatter,W,n,,,,,,,,,20465
10529,chauffeur,W,n,,,,,,,,,20465
10530,chauffeured,W,adj,,,,,,,,,20465
10531,cheaply,W,,,,,,,,,,20465
10532,cheater,W,n,,,,,,,,,20465
10533,cheating,W,n,,,,,,,,,20465
10534,cheating,W,adj,,,,,,,,,20465
10535,checkbook,W,n,,,,,,,,,20465
10536,checked,W,adj,,,,,,,,,20465
10537,checker,W,n,,,,,,,,,20465
10538,check-in,W,n,,,,,,,,,20465
10539,checking,W,n,,,,,,,,,20465
10540,checklist,W,n,,,,,,,,,20465
10541,checkmark,W,n,,,,,,,,,20465
10542,checkmate,W,n,,,,,,,,,20465
10543,checkout,W,n,,,,,,,,,20465
10544,checkpoint,W,n,,,,,,,,,20465
10545,checkup,W,n,,,,,,,,,20465
10546,cheddar,W,n,,,,,,,,,20465
10547,cheerleader,W,n,,,,,,,,,20465
10548,cheerleading,W,adj,,,,,,,,,20465
10549,cheesecake,W,n,,,,,,,,,20465
10550,cheesy,W,adj,,,,,,,,,20465
10551,cheetah,W,n,,,,,,,,,20465
10552,chemist,W,n,,,,,,,,,20465
10553,chemo,W,n,,,,,,,,,20465
10554,chemotherapy,W,n,,,,,,,,,20465
10555,cheque,W,n,,,,,,,,,20465
10556,cherish,W,v,,,,,,,,,20465
10557,cherished,W,adj,,,,,,,,,20465
10558,cherokee,W,n,,,,,,,,,20465
10559,cherokee,W,adj,,,,,,,,,20465
10560,cherry,W,n,,,,,,,,,20465
10561,chess,W,n,,,,,,,,,20465
10562,chesty,W,adj,,,,,,,,,20465
10563,chew,W,v,,,,,,,,,20465
10564,chewer,W,n,,,,,,,,,20465
10565,chewy,W,adj,,,,,,,,,20465
10566,chi,W,n,,,,,,,,,20465
10567,chic,W,n,,,,,,,,,20465
10568,chic,W,adj,,,,,,,,,20465
10569,chicago-style,W,adj,,,,,,,,,20465
10570,chick,W,n,,,,,,,,,20465
10571,chickenpox,W,n,,,,,,,,,20465
10572,chickpea,W,n,,,,,,,,,20465
10573,chico,W,n,,,,,,,,,20465
10574,chiefly,W,,,,,,,,,,20465
10575,chieftain,W,n,,,,,,,,,20465
10576,chiffon,W,n,,,,,,,,,20465
10577,childbirth,W,n,,,,,,,,,20465
10578,chile,W,n,,,,,,,,,20465
10579,chilean,W,adj,,,,,,,,,20465
10580,chili,W,n,,,,,,,,,20465
10581,chill,W,v,,,,,,,,,20465
10582,chill,W,n,,,,,,,,,20465
10583,chilled,W,adj,,,,,,,,,20465
10584,chiller,W,n,,,,,,,,,20465
10585,chilli,W,n,,,,,,,,,20465
10586,chilling,W,adj,,,,,,,,,20465
10587,chime,W,v,,,,,,,,,20465
10588,chime,W,n,,,,,,,,,20465
10589,chimney,W,n,,,,,,,,,20465
10590,chimpanzee,W,n,,,,,,,,,20465
10591,chin,W,n,,,,,,,,,20465
10592,china,W,n,,,,,,,,,20465
10593,chinaman,W,n,,,,,,,,,20465
10594,chinese,W,n,,,,,,,,,20465
10595,chinese,W,adj,,,,,,,,,20465
10596,chino,W,n,,,,,,,,,20465
10597,chipotle,W,n,,,,,,,,,20465
10598,chipping,W,n,,,,,,,,,20465
10599,chipset,W,n,,,,,,,,,20465
10600,chiropractic,W,n,,,,,,,,,20465
10601,chiropractic,W,adj,,,,,,,,,20465
10602,chiropractor,W,n,,,,,,,,,20465
10603,chirp,W,n,,,,,,,,,20465
10604,chisel,W,v,,,,,,,,,20465
10605,chi-square,W,n,,,,,,,,,20465
10606,chivalry,W,n,,,,,,,,,20465
10607,chlamydia,W,n,,,,,,,,,20465
10608,chloride,W,n,,,,,,,,,20465
10609,chlorine,W,n,,,,,,,,,20465
10610,chocolatier,W,n,,,,,,,,,20465
10611,chocolaty,W,adj,,,,,,,,,20465
10612,choke,W,v,,,,,,,,,20465
10613,choke,W,n,,,,,,,,,20465
10614,cholera,W,n,,,,,,,,,20465
10615,cholesterol,W,n,,,,,,,,,20465
10616,choline,W,n,,,,,,,,,20465
10617,cholinergic,W,adj,,,,,,,,,20465
10618,choosing,W,n,,,,,,,,,20465
10619,chopped,W,adj,,,,,,,,,20465
10620,chopper,W,n,,,,,,,,,20465
10621,choppy,W,adj,,,,,,,,,20465
10622,choral,W,adj,,,,,,,,,20465
10623,chord,W,n,,,,,,,,,20465
10624,chore,W,n,,,,,,,,,20465
10625,choreograph,W,v,,,,,,,,,20465
10626,choreographer,W,n,,,,,,,,,20465
10627,choreographic,W,adj,,,,,,,,,20465
10628,choreography,W,n,,,,,,,,,20465
10629,chorizo,W,n,,,,,,,,,20465
10630,chorus,W,n,,,,,,,,,20465
10631,chosen,W,adj,,,,,,,,,20465
10632,chow,W,n,,,,,,,,,20465
10633,christ-centered,W,adj,,,,,,,,,20465
10634,christian,W,n,,,,,,,,,20465
10635,christian,W,adj,,,,,,,,,20465
10636,chromatic,W,adj,,,,,,,,,20465
10637,chromatin,W,n,,,,,,,,,20465
10638,chromatography,W,n,,,,,,,,,20465
10639,chrome,W,n,,,,,,,,,20465
10640,chromium,W,n,,,,,,,,,20465
10641,chromosomal,W,adj,,,,,,,,,20465
10642,chromosome,W,n,,,,,,,,,20465
10643,chronically,W,,,,,,,,,,20465
10644,chronicle,W,v,,,,,,,,,20465
10645,chronicle,W,n,,,,,,,,,20465
10646,chronograph,W,n,,,,,,,,,20465
10647,chronological,W,adj,,,,,,,,,20465
10648,chronology,W,n,,,,,,,,,20465
10649,chronometer,W,n,,,,,,,,,20465
10650,chub,W,n,,,,,,,,,20465
10651,chubby,W,adj,,,,,,,,,20465
10652,chuck,W,v,,,,,,,,,20465
10653,chuck,W,n,,,,,,,,,20465
10654,chuckle,W,v,,,,,,,,,20465
10655,chum,W,n,,,,,,,,,20465
10656,chump,W,n,,,,,,,,,20465
10657,churn,W,n,,,,,,,,,20465
10658,churro,W,n,,,,,,,,,20465
10659,chute,W,n,,,,,,,,,20465
10660,chutney,W,n,,,,,,,,,20465
10661,cichlid,W,n,,,,,,,,,20465
10662,cider,W,n,,,,,,,,,20465
10663,cigar,W,n,,,,,,,,,20465
10664,cilantro,W,n,,,,,,,,,20465
10665,cinch,W,v,,,,,,,,,20465
10666,cinder,W,n,,,,,,,,,20465
10667,cinematic,W,adj,,,,,,,,,20465
10668,cinematographer,W,n,,,,,,,,,20465
10669,cinematography,W,n,,,,,,,,,20465
10670,cinnamon,W,n,,,,,,,,,20465
10671,cipher,W,v,,,,,,,,,20465
10672,cipher,W,n,,,,,,,,,20465
10673,circadian,W,adj,,,,,,,,,20465
10674,circuitry,W,n,,,,,,,,,20465
10675,circular,W,n,,,,,,,,,20465
10676,circular,W,adj,,,,,,,,,20465
10677,circularity,W,n,,,,,,,,,20465
10678,circulatory,W,adj,,,,,,,,,20465
10679,circumcise,W,v,,,,,,,,,20465
10680,circumcised,W,adj,,,,,,,,,20465
10681,circumcision,W,n,,,,,,,,,20465
10682,circumferential,W,adj,,,,,,,,,20465
10683,circumnavigation,W,n,,,,,,,,,20465
10684,circus,W,n,,,,,,,,,20465
10685,cirque,W,n,,,,,,,,,20465
10686,cirrhosis,W,n,,,,,,,,,20465
10687,cirrus,W,n,,,,,,,,,20465
10688,cisco,W,n,,,,,,,,,20465
10689,cistern,W,n,,,,,,,,,20465
10690,citadel,W,n,,,,,,,,,20465
10691,citation,W,n,,,,,,,,,20465
10692,citrate,W,n,,,,,,,,,20465
10693,citrus,W,n,,,,,,,,,20465
10694,citywide,W,adj,,,,,,,,,20465
10695,civics,W,n,,,,,,,,,20465
10696,cladding,W,n,,,,,,,,,20465
10697,clade,W,n,,,,,,,,,20465
10698,claimant,W,n,,,,,,,,,20465
10699,claimed,W,adj,,,,,,,,,20465
10700,clairvoyance,W,n,,,,,,,,,20465
10701,clam,W,n,,,,,,,,,20465
10702,clamp,W,v,,,,,,,,,20465
10703,clamp,W,n,,,,,,,,,20465
10704,clamshell,W,n,,,,,,,,,20465
10705,clan,W,n,,,,,,,,,20465
10706,claret,W,n,,,,,,,,,20465
10707,clarification,W,n,,,,,,,,,20465
10708,clarinet,W,n,,,,,,,,,20465
10709,clarion,W,n,,,,,,,,,20465
10710,clasp,W,v,,,,,,,,,20465
10711,clasp,W,n,,,,,,,,,20465
10712,classified,W,adj,,,,,,,,,20465
10713,classifieds,W,n,,,,,,,,,20465
10714,classifier,W,n,,,,,,,,,20465
10715,classmate,W,n,,,,,,,,,20465
10716,classy,W,adj,,,,,,,,,20465
10717,clatter,W,n,,,,,,,,,20465
10718,clawfoot,W,n,,,,,,,,,20465
10719,clay,W,n,,,,,,,,,20465
10720,cleaner,W,n,,,,,,,,,20465
10721,cleanliness,W,n,,,,,,,,,20465
10722,cleanse,W,v,,,,,,,,,20465
10723,cleanser,W,n,,,,,,,,,20465
10724,cleansing,W,n,,,,,,,,,20465
